Index;name;album;artist;release_date;length;popularity;explicit;danceability;acousticness;danceability;energy;instrumentalness;liveness;loudness;speechiness;tempo;time_signature;key;mode;valence
585;Best Friend (feat. Doja Cat);Best Friend (feat. Doja Cat);Saweetie;2021-01-07;155.883;82;True;0.84;0.00302;0.84;0.766;3.61e-06;0.0684;-4.12;0.136;94.018;4;4;1;0.402
586;you broke me first;you broke me first;Tate McRae;2020-04-17;169.265;89;False;0.667;0.785;0.667;0.373;0.0;0.0906;-9.389;0.05;124.148;4;4;1;0.0823
587;Never Really Over;Smile;Katy Perry;2020-08-28;223.297;69;False;0.77;0.217;0.77;0.881;0.0;0.324;-4.776;0.067;99.995;4;8;1;0.367
588;Kryptonite;The Better Life;3 Doors Down;2000;233.933;83;False;0.545;0.00664;0.545;0.865;1.1e-05;0.168;-5.708;0.0286;99.009;4;11;0;0.543
589;The Sound of Silence;Immortalized (Deluxe Edition);Disturbed;2015-08-15;248.466;75;False;0.322;0.468;0.322;0.28;1.1e-06;0.102;-9.367;0.0281;85.794;4;6;0;0.175
590;Gold;lil kiiwi;Kiiara;2020-10-09;225.882;64;False;0.6;0.615;0.6;0.412;0.0026;0.134;-9.343;0.344;113.05;5;5;0;0.408
591;Sunset Lover;Presence;Petit Biscuit;2017-11-10;238.906;72;False;0.785;0.669;0.785;0.525;0.439;0.114;-7.556;0.042;90.853;4;6;1;0.251
592;There for You;There for You;Martin Garrix;2017-05-26;221.904;73;False;0.611;0.124;0.611;0.644;0.0;0.124;-7.607;0.0553;105.969;4;6;0;0.13
593;Get You The Moon (feat. Snøw);Get You The Moon (feat. Snøw);Kina;2018-10-08;179.08;84;False;0.498;0.72;0.498;0.235;0.0;0.144;-16.541;0.188;118.917;4;1;0;0.0895
594;UN DIA (ONE DAY);JOSE;J Balvin;2021-09-10;232.146;72;False;0.58;0.00638;0.58;0.695;0.0;0.174;-8.244;0.0671;168.124;4;6;0;0.402
595;Loco Contigo (feat. J. Balvin & Tyga);Carte Blanche;DJ Snake;2019-07-25;185.194;79;False;0.694;0.278;0.694;0.758;1.34e-06;0.102;-2.986;0.218;192.091;4;11;1;0.371
596;Lose Control;Lose Control;MEDUZA;2019-10-11;168.387;83;False;0.598;0.129;0.598;0.526;0.0;0.14;-8.659;0.0415;123.935;4;10;0;0.529
597;Physical;Future Nostalgia;Dua Lipa;2020-03-27;193.829;66;False;0.647;0.0137;0.647;0.844;0.000658;0.102;-3.756;0.0457;146.967;4;0;1;0.746
598;You Don't Know Me (feat. RAYE);Snacks;Jax Jones;2019-07-12;212.573;71;True;0.879;0.164;0.879;0.665;0.0;0.319;-6.082;0.145;123.977;4;11;0;0.672
599;Holy (feat. Chance The Rapper);Justice;Justin Bieber;2021-03-19;212.093;75;False;0.67;0.2;0.67;0.693;0.0;0.0909;-8.34;0.35;87.017;4;6;1;0.388
600;Déjala Que Vuelva (feat. Manuel Turizo);Ubuntu;Piso 21;2018-05-11;220.116;76;False;0.681;0.0482;0.681;0.788;0.0;0.0753;-4.323;0.0785;170.019;4;1;1;0.839
601;Lonely (with benny blanco);Justice;Justin Bieber;2021-03-19;149.189;77;True;0.619;0.9;0.619;0.241;0.0;0.116;-7.102;0.046;79.461;4;11;0;0.0719
602;Magic;Ghost Stories;Coldplay;2014-05-19;285.014;76;False;0.738;0.0266;0.738;0.482;0.621;0.106;-8.917;0.0402;93.457;4;6;0;0.352
603;I Gotta Feeling;THE E.N.D. (THE ENERGY NEVER DIES);Black Eyed Peas;2009-01-01;289.133;58;False;0.743;0.0873;0.743;0.766;0.0;0.509;-6.375;0.0265;127.96;4;0;1;0.61
604;RITMO (Bad Boys For Life);TRANSLATION;Black Eyed Peas;2020-11-02;214.854;70;True;0.732;0.0295;0.732;0.716;0.000758;0.73;-6.968;0.0561;105.093;4;10;0;0.666
605;Where Is The Love?;Elephunk;Black Eyed Peas;2003;272.533;74;False;0.834;0.11;0.834;0.696;0.0;0.13;-3.224;0.197;94.09;4;5;1;0.804
606;All Night;Night & Day (Night Edition);The Vamps;2017-07-14;197.64;78;False;0.538;0.0041;0.538;0.804;0.0;0.33;-5.194;0.0358;144.992;4;8;1;0.507
607;2U (feat. Justin Bieber);2U (feat. Justin Bieber);David Guetta;2017-06-09;194.896;72;False;0.548;0.219;0.548;0.65;0.0;0.225;-5.827;0.0591;144.937;4;8;0;0.557
608;Bruises;Divinely Uninspired To A Hellish Extent;Lewis Capaldi;2019-05-17;220.492;84;False;0.736;0.946;0.736;0.308;0.0;0.186;-7.83;0.0677;111.202;4;4;1;0.361
609;Bleeding Love;Spirit;Leona Lewis;2007;262.466;80;False;0.638;0.188;0.638;0.656;0.0;0.146;-5.886;0.0357;104.036;4;5;1;0.225
610;Stay;Unapologetic (Deluxe Version);Rihanna;2013-01-01;240.706;53;False;0.621;0.945;0.621;0.31;6.12e-05;0.117;-10.164;0.0283;111.893;4;9;0;0.125
611;Diamonds;Unapologetic (Deluxe Version);Rihanna;2013-01-01;225.146;23;False;0.564;0.00125;0.564;0.71;0.0;0.109;-4.92;0.0461;91.972;4;11;0;0.393
612;Grenade;Doo-Wops & Hooligans;Bruno Mars;2010-10-05;222.091;81;False;0.704;0.148;0.704;0.558;0.0;0.107;-7.273;0.0542;110.444;4;2;0;0.245
613;The Lazy Song;Doo-Wops & Hooligans;Bruno Mars;2010-10-05;189.109;76;False;0.794;0.3;0.794;0.711;0.0;0.0955;-5.124;0.0699;174.915;4;8;0;0.955
614;Marry You;Doo-Wops & Hooligans;Bruno Mars;2010-10-05;230.192;78;False;0.621;0.332;0.621;0.82;0.0;0.104;-4.865;0.0367;144.905;4;10;1;0.452
615;Talking to the Moon;Doo-Wops & Hooligans;Bruno Mars;2010-10-05;217.866;86;False;0.498;0.511;0.498;0.59;0.0;0.107;-4.721;0.032;145.867;4;1;0;0.0784
616;All About That Bass;Title (Deluxe);Meghan Trainor;2015-01-09;187.92;77;True;0.807;0.0573;0.807;0.887;2.87e-06;0.124;-3.726;0.0503;134.052;4;9;1;0.961
617;If I Ain't Got You;The Diary Of Alicia Keys;Alicia Keys;2003-12-02;228.706;83;False;0.609;0.603;0.609;0.444;6.86e-06;0.104;-9.129;0.106;118.402;3;7;1;0.166
618;No One;As I Am (Expanded Edition);Alicia Keys;2007-11-09;253.813;82;False;0.644;0.0209;0.644;0.549;8.85e-06;0.134;-5.415;0.0285;90.04;4;1;0;0.167
619;If the World Was Ending (feat. Julia Michaels);If the World Was Ending (feat. Julia Michaels);JP Saxe;2019-10-17;208.687;83;False;0.464;0.866;0.464;0.473;0.0;0.109;-10.086;0.129;75.801;4;1;1;0.604
620;Hold Back The River;Chaos And The Calm;James Bay;2014-12-15;238.746;68;False;0.715;0.0526;0.715;0.715;0.0;0.0936;-7.364;0.0904;134.923;4;5;1;0.506
621;Jealous;Jealous - EP;Labrinth;2014-11-23;287.693;81;False;0.439;0.874;0.439;0.153;0.0;0.107;-8.95;0.0479;116.76;3;1;1;0.104
622;Lost Boy;Safe Haven;Ruth B.;2017-05-05;276.066;72;False;0.586;0.963;0.586;0.128;0.0;0.0858;-9.297;0.0496;123.498;4;7;1;0.371
623;What Makes You Beautiful;Up All Night;One Direction;2012-05-25;199.986;87;False;0.726;0.009;0.726;0.787;0.0;0.0596;-2.494;0.0737;124.99;4;4;1;0.888
624;The Reason;The Reason (15th Anniversary Deluxe);Hoobastank;2003-12-09;232.8;84;False;0.472;0.0129;0.472;0.671;0.0;0.159;-4.649;0.029;82.952;4;4;1;0.0681
625;Saturday Nights;Free Spirit;Khalid;2019-04-05;211.626;68;False;0.574;0.634;0.574;0.37;9.4e-05;0.0986;-10.803;0.0841;83.162;4;10;1;0.354
626;You're Beautiful;Back to Bedlam;James Blunt;2005-08-08;209.493;80;True;0.675;0.633;0.675;0.479;1.76e-05;0.088;-9.87;0.0278;81.998;4;0;0;0.454
627;Attention;Voicenotes;Charlie Puth;2018-05-11;208.786;85;False;0.775;0.109;0.775;0.613;2.33e-05;0.134;-4.586;0.0542;100.066;4;3;0;0.797
628;How Long;Voicenotes;Charlie Puth;2018-05-11;200.853;77;False;0.845;0.211;0.845;0.561;3.49e-06;0.0383;-5.253;0.0778;109.974;4;1;0;0.811
629;One Call Away;Nine Track Mind;Charlie Puth;2016-01-29;194.453;70;False;0.667;0.403;0.667;0.613;0.0;0.115;-5.353;0.0344;91.024;4;1;1;0.47
630;Better Together;In Between Dreams;Jack Johnson;2005-01-01;207.68;74;False;0.868;0.308;0.868;0.347;0,00002;0.11;-9.529;0.0536;110.059;4;5;1;0.659
631;Love Someone;3 (The Purple Album);Lukas Graham;2018-10-26;205.44;74;False;0.538;0.172;0.538;0.409;0.0;0.11;-6.581;0.0505;171.838;4;9;0;0.265
632;Breakeven;The Script;The Script;2008-07-14;261.426;78;False;0.63;0.144;0.63;0.696;0.0;0.0835;-4.501;0.0242;94.034;4;10;1;0.491
633;3 Nights;Don't Forget About Me, Demos;Dominic Fike;2018-10-16;177.666;78;False;0.815;0.223;0.815;0.518;0.0;0.104;-6.594;0.0897;151.891;4;7;0;0.877
634;Kiss Me More (feat. SZA);Planet Her;Doja Cat;2021-06-25;208.666;89;True;0.764;0.259;0.764;0.705;8.92e-05;0.12;-3.463;0.0284;110.97;4;8;1;0.781
635;Boss Bitch;Boss Bitch;Doja Cat;2020-01-23;134.239;84;False;0.707;0.127;0.707;0.955;0.0;0.202;-4.593;0.222;125.989;4;10;0;0.575
636;Electric Love;Dopamine;BØRNS;2015-10-16;218.106;87;False;0.611;0.00543;0.611;0.797;0.00137;0.26;-7.627;0.0533;120.041;4;6;0;0.518
637;Mayores;MALA SANTA;Becky G;2019-10-18;203.186;74;False;0.745;0.145;0.745;0.836;0.00314;0.116;-4.336;0.0444;96.993;4;5;0;0.874
638;Shower;Shower;Becky G;2014-04-23;206.166;82;False;0.699;0.0317;0.699;0.529;3.59e-05;0.285;-7.548;0.0487;119.987;4;2;1;0.121
639;Higher Love;Golden Hour;Kygo;2020-05-29;228.267;74;False;0.693;0.0151;0.693;0.678;5.71e-06;0.101;-7.159;0.0324;103.952;4;8;1;0.404
640;Fireflies;Ocean Eyes;Owl City;2009-01-01;228.346;83;False;0.512;0.0275;0.512;0.662;0.0;0.118;-6.797;0.0439;180.114;4;3;1;0.472
641;Come & Go (with Marshmello);Legends Never Die;Juice WRLD;2020-07-10;205.484;86;True;0.625;0.0172;0.625;0.814;0.0;0.158;-5.181;0.0657;144.991;4;0;1;0.535
642;The Business;The Business;Tiësto;2020-09-16;164.0;89;False;0.798;0.414;0.798;0.62;0.0192;0.112;-7.079;0.232;120.031;4;8;0;0.235
643;Jackie Chan;The London Sessions;Tiësto;2020-05-15;215.759;70;True;0.747;0.374;0.747;0.833;0.0;0.0586;-2.867;0.045;128.008;4;3;0;0.687
644;Rewrite The Stars;Rewrite The Stars;Zac Efron;2017-11-17;217.44;77;False;0.684;0.0716;0.684;0.619;0.0;0.122;-7.005;0.0386;125.046;4;10;1;0.284
645;When You Love Someone;Chapters;James TW;2019-04-26;216.56;79;False;0.681;0.263;0.681;0.453;0.0;0.0543;-6.09;0.0278;125.772;4;7;1;0.348
646;Falling;Fine Line;Harry Styles;2019-12-13;240.133;88;False;0.567;0.839;0.567;0.267;1.46e-06;0.089;-6.502;0.0299;110.011;4;4;1;0.0592
647;What You Know Bout Love;Shoot For The Stars Aim For The Moon;Pop Smoke;2020-07-03;160.0;86;True;0.709;0.65;0.709;0.548;1.59e-06;0.133;-8.493;0.353;83.995;4;10;1;0.543
648;Dior;Meet The Woo;Pop Smoke;2019-07-26;216.386;86;True;0.548;0.212;0.548;0.805;0.000389;0.408;-5.732;0.351;142.094;4;7;1;0.648
649;WHATS POPPIN;Sweet Action;Jack Harlow;2020-03-13;139.741;83;True;0.923;0.017;0.923;0.604;0.0;0.272;-6.671;0.245;145.062;4;11;0;0.826
650;Shout Out to My Ex;Glory Days (Expanded Edition);Little Mix;2016-11-18;246.24;81;False;0.773;0.0242;0.773;0.747;8.99e-06;0.109;-4.061;0.0885;126.014;4;5;1;0.801
651;South of the Border (feat. Camila Cabello & Cardi B);No.6 Collaborations Project;Ed Sheeran;2019-07-12;204.466;81;False;0.857;0.148;0.857;0.621;0.0;0.0865;-6.376;0.0825;97.989;4;9;0;0.668
652;ily (i love you baby) (feat. Emilee);ily (i love you baby) (feat. Emilee);Surf Mesa;2019-11-26;176.546;83;False;0.674;0.0686;0.674;0.774;0.00188;0.393;-7.567;0.0892;112.05;4;11;0;0.33
653;All My Friends (feat. Tinashe & Chance the Rapper);All My Friends (feat. Tinashe & Chance the Rapper);Snakehips;2015-10-21;229.746;77;True;0.681;0.12;0.681;0.521;8.41e-05;0.108;-5.849;0.141;94.997;4;0;1;0.181
654;Summer;Motion;Calvin Harris;2014-10-31;222.533;86;False;0.596;0.0211;0.596;0.856;0.0178;0.141;-3.556;0.0346;127.949;4;4;0;0.743
655;Blame (feat. John Newman);Motion;Calvin Harris;2014-10-31;212.96;80;False;0.414;0.0287;0.414;0.857;0.00574;0.343;-4.078;0.0808;128.024;4;0;0;0.348
656;deja vu;SOUR;Olivia Rodrigo;2021-05-21;215.506;91;True;0.442;0.584;0.442;0.612;5.7e-06;0.37;-7.222;0.112;180.917;4;2;1;0.178
657;Leave The Door Open;Leave The Door Open;Bruno Mars;2021-03-05;242.096;85;False;0.586;0.182;0.586;0.616;0.0;0.0927;-7.964;0.0324;148.088;4;5;1;0.719
658;American Idiot;American Idiot;Green Day;2004-09-21;176.346;82;True;0.38;2.64e-05;0.38;0.988;7.86e-05;0.368;-2.042;0.0639;186.113;4;1;1;0.769
659;With Or Without You - Remastered;The Joshua Tree (Super Deluxe);U2;1987-03-03;295.515;83;False;0.54;0.000202;0.54;0.429;0.355;0.141;-11.822;0.0285;110.171;4;2;1;0.113
660;Get You (feat. Kali Uchis);Freudian;Daniel Caesar;2017-08-25;278.179;84;False;0.658;0.422;0.658;0.294;5.2e-05;0.0749;-8.533;0.0321;74.038;4;4;0;0.358
661;Let Me Love You;Turning Point;Mario;2004-12-06;249.093;69;False;0.622;0.163;0.622;0.593;0.0;0.0979;-8.352;0.0916;94.364;4;7;0;0.607
662;Beggin';Chosen;Måneskin;2017-12-08;211.56;92;False;0.714;0.127;0.714;0.8;0.0;0.359;-4.808;0.0504;134.002;4;11;0;0.589
663;Say My Name;The Writing's On The Wall;Destiny's Child;1999-07-27;271.333;80;False;0.713;0.273;0.713;0.678;0.0;0.149;-3.525;0.102;138.009;4;5;0;0.734
664;Umbrella;Good Girl Gone Bad;Rihanna;2007-01-01;275.986;72;False;0.583;0.00864;0.583;0.829;0.0;0.0426;-4.603;0.134;174.028;4;1;1;0.575
665;WITHOUT YOU;F*CK LOVE (SAVAGE);The Kid LAROI;2020-11-06;161.384;86;True;0.662;0.213;0.662;0.413;0.0;0.134;-7.357;0.0299;93.005;4;0;1;0.467
666;Lonely Together (feat. Rita Ora);AVĪCI (01);Avicii;2017-08-10;181.812;74;False;0.655;0.134;0.655;0.666;2.12e-05;0.0683;-5.309;0.0612;102.977;4;5;1;0.272
667;Brown Eyed Girl;Blowin' Your Mind!;Van Morrison;wrz-67;183.306;83;False;0.491;0.185;0.491;0.583;0.0;0.406;-10.964;0.0376;150.566;4;7;1;0.908
668;Astronaut In The Ocean;Astronomical;Masked Wolf;2021-09-10;132.78;78;True;0.778;0.175;0.778;0.695;0.0;0.15;-6.865;0.0913;149.996;4;4;0;0.472
669;Without You (feat. Sandro Cavazza);AVĪCI (01);Avicii;2017-08-10;181.672;82;True;0.662;0.00163;0.662;0.858;0.0;0.0456;-4.844;0.0428;133.993;4;2;1;0.295
670;Head & Heart (feat. MNEK);Head & Heart (feat. MNEK);Joel Corry;2020-07-03;166.028;87;False;0.734;0.168;0.734;0.874;1.14e-05;0.0489;-3.158;0.0662;122.953;4;8;1;0.905
671;Dynamite;The Rokstarr Hits Collection;Taio Cruz;2010-01-01;202.613;85;False;0.751;0.00379;0.751;0.783;0.0;0.036;-3.724;0.0859;119.975;4;4;1;0.816
672;Give Me Everything (feat. Ne-Yo, Afrojack & Nayer);Planet Pit (Deluxe Version);Pitbull;2011-06-17;252.306;86;False;0.671;0.191;0.671;0.939;0.0;0.298;-3.206;0.161;129.024;4;8;1;0.53
673;Stereo Hearts (feat. Adam Levine);The Papercut Chronicles II;Gym Class Heroes;2011-11-11;210.96;86;False;0.646;0.0319;0.646;0.795;0.0;0.267;-3.293;0.0976;89.99;4;9;1;0.796
674;i love you;WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?;Billie Eilish;2019-03-29;291.796;84;False;0.421;0.952;0.421;0.131;0.00453;0.109;-18.435;0.0382;137.446;4;0;1;0.12
675;wish you were gay;WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?;Billie Eilish;2019-03-29;221.543;79;False;0.853;0.39;0.853;0.351;9.38e-06;0.752;-10.198;0.241;118.028;4;7;1;0.282
676;you should see me in a crown;WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?;Billie Eilish;2019-03-29;180.952;81;False;0.678;0.462;0.678;0.533;0.219;0.139;-10.485;0.186;150.455;4;4;1;0.323
677;Hope;?;XXXTENTACION;2018-03-16;110.886;89;True;0.592;0.661;0.592;0.457;0.000331;0.146;-6.081;0.0603;146.04;4;9;0;0.225
678;BICHOTA;KG0516;KAROL G;2021-03-26;178.693;76;True;0.864;0.204;0.864;0.658;0.000626;0.105;-4.105;0.154;163.922;4;1;0;0.865
679;Butter;Butter (Hotter, Sweeter, Cooler);BTS;2021-06-04;164.441;58;False;0.759;0.00323;0.759;0.459;0.0;0.0906;-5.187;0.0948;109.997;4;8;1;0.695
680;Daddy Issues;Wiped Out!;The Neighbourhood;2015-10-30;260.173;90;False;0.588;0.0678;0.588;0.521;0.149;0.123;-9.461;0.0329;85.012;4;10;1;0.337
681;DUELE EL CORAZON (feat. Wisin);FINAL (Vol.1);Enrique Iglesias;2021-09-17;199.693;63;False;0.72;0.0904;0.72;0.909;0.0;0.137;-3.258;0.0952;91.022;4;8;0;0.877
682;This Town;Flicker (Deluxe);Niall Horan;2017-10-20;232.852;82;False;0.677;0.712;0.677;0.401;0.0;0.116;-8.467;0.0308;111.825;4;9;1;0.195
683;Kings & Queens;Heaven & Hell;Ava Max;2020-09-18;162.398;85;False;0.637;0.00786;0.637;0.69;0.0;0.124;-4.057;0.0405;129.857;4;1;0;0.457
684;Night Changes;FOUR (Deluxe);One Direction;2014-11-17;226.6;87;False;0.672;0.859;0.672;0.52;0.0;0.115;-7.747;0.0353;120.001;4;8;1;0.37
685;Darkside;Different World;Alan Walker;2018-12-14;211.68;78;False;0.43;0.131;0.43;0.606;0.0;0.173;-5.115;0.0431;169.988;4;4;0;0.123
686;No Guidance (feat. Drake);Indigo;Chris Brown;2019-06-28;260.64;83;True;0.696;0.123;0.696;0.454;0.0;0.155;-6.756;0.153;92.928;4;1;0;0.136
687;Versace on the Floor;24K Magic;Bruno Mars;2016-11-17;261.24;78;False;0.578;0.196;0.578;0.574;0.0;0.083;-6.209;0.0454;174.152;4;2;1;0.301
688;Losin Control;There's Really A Wolf;Russ;2017-05-05;237.506;79;True;0.759;0.515;0.759;0.245;0.000154;0.102;-6.545;0.138;96.992;4;6;1;0.209
689;Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit];Riton;2021-01-15;169.153;88;False;0.824;0.0076;0.824;0.862;0.000132;0.303;-3.424;0.126;122.98;4;2;1;0.801
690;Supermarket Flowers;÷ (Deluxe);Ed Sheeran;2017-03-03;221.106;79;False;0.589;0.914;0.589;0.242;0.0;0.0887;-10.517;0.0442;89.749;4;6;1;0.257
691;EARFQUAKE;IGOR;Tyler, The Creator;2019-05-17;190.066;85;True;0.554;0.23;0.554;0.498;5.98e-06;0.795;-8.866;0.0685;79.635;4;9;1;0.413
692;Chill Bill (feat. J. Davi$ & Spooks);Chill Bill (feat. J. Davi$ & Spooks);Rob $tone;2016-06-17;177.184;81;True;0.886;0.0312;0.886;0.427;0.00099;0.0906;-10.028;0.145;108.034;4;6;1;0.23
693;Crazy In Love (feat. Jay-Z);Dangerously In Love;Beyoncé;2003-06-24;236.133;81;False;0.646;0.00249;0.646;0.77;0.0;0.0715;-6.596;0.226;99.165;4;2;0;0.681
694;Most Girls;Most Girls;Hailee Steinfeld;2017-04-28;204.4;77;False;0.756;0.0478;0.756;0.572;0.0;0.0853;-7.019;0.0763;102.986;4;9;1;0.417
695;Love Myself;HAIZ;Hailee Steinfeld;2016-02-26;218.773;75;False;0.617;0.0026;0.617;0.759;0.0;0.419;-6.785;0.0678;122.924;4;0;0;0.324
696;Love Me Harder;My Everything (Deluxe);Ariana Grande;2014-08-25;236.133;79;False;0.472;0.00937;0.472;0.714;0.0;0.0764;-4.389;0.0334;98.992;4;1;0;0.24
697;Break My Heart;Future Nostalgia;Dua Lipa;2020-03-27;221.82;83;False;0.73;0.167;0.73;0.729;1.39e-06;0.349;-3.434;0.0884;113.011;4;4;0;0.467
698;November Rain;Use Your Illusion I;Guns N' Roses;1991-09-17;536.066;83;False;0.294;0.0163;0.294;0.641;0.22;0.112;-9.316;0.0291;79.759;4;11;1;0.226
699;Paradise City;Appetite For Destruction;Guns N' Roses;1987-07-21;405.6;76;True;0.268;0.0192;0.268;0.98;0.00709;0.182;-5.958;0.103;100.315;4;11;1;0.395
700;Déjala Que Vuelva (feat. Manuel Turizo);Ubuntu;Piso 21;2018-05-11;220.116;76;False;0.681;0.0482;0.681;0.788;0.0;0.0753;-4.323;0.0785;170.019;4;1;1;0.839
701;Ms. Jackson;Stankonia;Outkast;2000-10-31;270.506;87;True;0.843;0.143;0.843;0.806;0.0;0.0771;-5.946;0.269;94.948;4;4;0;0.613
702;I Want It That Way;Millennium;Backstreet Boys;1999-05-18;213.306;84;False;0.689;0.257;0.689;0.694;0.0;0.148;-5.83;0.027;99.039;4;6;0;0.482
703;Nevermind;Nevermind;Dennis Lloyd;2017-06-30;156.6;79;False;0.6;0.159;0.6;0.688;1.29e-05;0.409;-8.339;0.201;99.977;4;5;0;0.0793
704;Save Your Tears (with Ariana Grande) (Remix);Save Your Tears (Remix);The Weeknd;2021-04-23;191.013;93;False;0.65;0.0215;0.65;0.825;2.44e-05;0.0936;-4.645;0.0325;118.091;4;0;1;0.593
705;Save Your Tears;After Hours;The Weeknd;2020-03-20;215.626;92;True;0.68;0.0212;0.68;0.826;1.24e-05;0.543;-5.487;0.0309;118.051;4;0;1;0.644
706;34+35;Positions;Ariana Grande;2020-10-30;173.71;87;True;0.83;0.237;0.83;0.585;0.0;0.248;-6.476;0.094;109.978;4;0;1;0.485
707;Still D.R.E.;2001;Dr. Dre;1999-11-16;270.586;91;True;0.816;0.16;0.816;0.775;0.00031;0.0543;-3.323;0.234;93.431;4;11;1;0.527
708;Use Somebody;Only By The Night;Kings of Leon;2008-09-23;230.76;80;False;0.276;0.00552;0.276;0.715;0.000417;0.201;-5.356;0.0432;137.028;4;0;1;0.173
709;Sultans of Swing;Dire Straits;Dire Straits;1978-10-07;350.4;71;False;0.73;0.0632;0.73;0.868;0.0661;0.318;-7.325;0.0288;148.217;4;5;1;0.923
710;Enter Sandman (Remastered);Metallica (Remastered);Metallica;1991-08-12;331.56;78;False;0.566;0.00277;0.566;0.834;0.008;0.0625;-8.412;0.0298;123.296;4;6;0;0.621
711;Nothing Else Matters (Remastered);Metallica (Remastered);Metallica;1991-08-12;388.733;73;False;0.547;0.0522;0.547;0.394;6.4e-06;0.0795;-9.793;0.0262;142.37;3;4;0;0.17
712;idfc;deadroses;blackbear;2015-02-14;245.172;81;True;0.63;0.611;0.63;0.5;4.04e-05;0.114;-8.755;0.0611;144.871;4;1;0;0.315
713;The Real Slim Shady;The Marshall Mathers LP;Eminem;2000-05-23;284.2;92;True;0.949;0.0302;0.949;0.661;0.0;0.0454;-4.244;0.0572;104.504;4;5;0;0.76
714;Godzilla (feat. Juice WRLD);Music To Be Murdered By;Eminem;2020-01-17;210.8;89;True;0.808;0.145;0.808;0.745;0.0;0.292;-5.26;0.342;165.995;4;10;0;0.829
715;Not Afraid;Recovery;Eminem;2010-06-18;248.133;84;True;0.855;0.529;0.855;0.954;0.0;0.205;-1.19;0.264;114.635;5;0;0;0.668
716;Replay;Replay;Iyaz;2009-08-11;182.306;77;False;0.706;0.173;0.706;0.751;0.0;0.168;-6.323;0.0708;91.031;4;9;1;0.195
717;Bad Habits;=;Ed Sheeran;2021-10-29;230.746;96;False;0.807;0.0451;0.807;0.893;2.79e-05;0.366;-3.745;0.0347;126.011;4;11;0;0.537
718;Heartbreak Anniversary;TAKE TIME;Giveon;2020-03-27;198.37;87;False;0.449;0.524;0.449;0.465;1.02e-06;0.303;-8.964;0.0791;89.087;3;0;1;0.543
719;Low (feat. T-Pain);Mail on Sunday;Flo Rida;2008-03-17;231.4;85;False;0.918;0.0928;0.918;0.609;0.0;0.139;-5.64;0.0791;128.008;4;10;0;0.304
720;Renegades;VHS;X Ambassadors;2015-06-30;195.2;80;False;0.526;0.0144;0.526;0.862;0.0597;0.229;-6.003;0.0905;90.052;4;2;1;0.528
721;Unsteady;VHS;X Ambassadors;2015-06-30;193.546;78;False;0.389;0.178;0.389;0.665;0.000732;0.116;-6.169;0.0644;117.055;4;0;1;0.199
722;INDUSTRY BABY (feat. Jack Harlow);MONTERO;Lil Nas X;2021-09-17;212.352;91;True;0.741;0.0221;0.741;0.691;0.0;0.0476;-7.395;0.0672;150.087;4;10;0;0.892
723;Dancing Queen;Arrival;ABBA;1976;230.4;85;False;0.543;0.358;0.543;0.87;0.000939;0.792;-6.514;0.0428;100.804;4;9;1;0.754
724;I WANNA BE YOUR SLAVE;Teatro d'ira - Vol. I;Måneskin;2021-03-19;173.346;89;True;0.75;0.00165;0.75;0.608;0.0;0.178;-4.008;0.0387;132.507;4;1;1;0.958
725;September;The Best Of Earth, Wind & Fire Vol. 1;Earth, Wind & Fire;1978-11-23;215.093;85;False;0.697;0.168;0.697;0.832;0.00131;0.269;-7.264;0.0298;125.926;4;9;1;0.979
726;SexyBack (feat. Timbaland);FutureSex/LoveSounds;Justin Timberlake;2006-09-12;242.733;82;True;0.967;0.0584;0.967;0.583;0.0;0.0519;-5.562;0.0789;117.0;4;7;0;0.964
727;Everywhere - 2017 Remaster;Tango In the Night (Deluxe Edition);Fleetwood Mac;1987-04-13;226.653;81;False;0.73;0.258;0.73;0.487;0.01;0.0852;-10.991;0.0303;114.965;4;4;1;0.731
728;Dream On;Aerosmith;Aerosmith;1973-01-05;266.96;83;False;0.307;0.388;0.307;0.433;9.08e-05;0.332;-10.057;0.029;160.9;4;1;1;0.224
729;A Thousand Miles;Be Not Nobody;Vanessa Carlton;2002-04-30;237.493;80;False;0.56;0.323;0.56;0.825;0.0;0.161;-3.862;0.0379;94.931;4;11;1;0.268
730;How You Remind Me;Silver Side Up;Nickelback;2001-09-11;223.84;83;False;0.446;0.00135;0.446;0.764;0.0;0.099;-5.042;0.033;172.094;4;10;1;0.543
731;Best Part (feat. Daniel Caesar);H.E.R.;H.E.R.;2017-10-20;209.4;80;False;0.473;0.795;0.473;0.371;0.0;0.109;-10.219;0.0405;75.208;4;4;0;0.413
732;Arcade;Small Town Boy (Track By Track);Duncan Laurence;2020-11-12;185.146;79;False;0.453;0.827;0.453;0.35;0.00122;0.144;-11.639;0.0425;72.017;3;9;0;0.279
733;traitor;SOUR;Olivia Rodrigo;2021-05-21;229.226;94;False;0.38;0.691;0.38;0.339;0.0;0.12;-7.885;0.0338;100.607;4;3;1;0.0849
